,original_text,reframed_text,strategy,original_with_label,strategy2,strategy_reframe
612,i can't tell if they are scared or just screaming,I feel like this person is letting out a superpower like a flamethrower.,,i can't tell if they are scared or just screaming,,I feel like this person is letting out a superpower like a flamethrower.
613,"Help, trapped, escape scream",This person is being funny and trying to play a prank on friends. He looks like he's having fun.,,"Help, trapped, escape scream",,This person is being funny and trying to play a prank on friends. He looks like he's having fun.
614,This looks like it may be from a film.,A man shouting or screaming because he's trapped inside a box.,,This looks like it may be from a film.,,A man shouting or screaming because he's trapped inside a box.
615,This is weird,This looks very random and not very bad.,,This is weird,,This looks very random and not very bad.
616,"Looks like hes trying to cast a spell, makes me chuckle and feel a small bit of hoy",just a guy making a fake screaming face,,"Looks like hes trying to cast a spell, makes me chuckle and feel a small bit of hoy",,just a guy making a fake screaming face
617,No idea what is going on here.,man may be struck and needs help,,No idea what is going on here.,,man may be struck and needs help
618,"This looks like a movie image. Trying to escape, maybe.",He is trying to control his anger by shouting loud,,"This looks like a movie image. Trying to escape, maybe.",,He is trying to control his anger by shouting loud
619,this man looks trapped and scared,"This man must have supernatural powers, I think it's from a movie.",,this man looks trapped and scared,,"This man must have supernatural powers, I think it's from a movie."
620,He looks like he's either angry/scared or excited. I can't quite tell which one.,Freeing himself from everything by screaming.  Now he can be a free person.,,He looks like he's either angry/scared or excited. I can't quite tell which one.,,Freeing himself from everything by screaming.  Now he can be a free person.
621,Just looks weird not sure what it is,"he's screaming, perhaps in pleasure not pain",,Just looks weird not sure what it is,,"he's screaming, perhaps in pleasure not pain"
622,something out a movie or an album cover,He may be g,,something out a movie or an album cover,,He may be g
623,Looks like a movie,It seems like he is just yelling to let out his pent up emotions,,Looks like a movie,,It seems like he is just yelling to let out his pent up emotions
624,Not sure whats happening.,This person is taking a photo for an artist.,,Not sure whats happening.,,This person is taking a photo for an artist.
625,Not sure of the circumstances,A person looking through glass happy and surprised to see the other side.,,Not sure of the circumstances,,A person looking through glass happy and surprised to see the other side.
626,Cant see a thing for real. Damn,"He's sick, but he might heal.",,Cant see a thing for real. Damn,,"He's sick, but he might heal."
627,fear and pain.  very sad situation and condi,Maybe this is a reaction to a medicine. It is great to have so many medical brea,,fear and pain.  very sad situation and condi,,Maybe this is a reaction to a medicine. It is great to have so many medical brea
628,"This looks like a disease, very sad.",Looks like a man has cancer.,,"This looks like a disease, very sad.",,Looks like a man has cancer.
629,Sorry to see them in pain.,This is simply a close up of an old man's eyes.,,Sorry to see them in pain.,,This is simply a close up of an old man's eyes.
630,So painful. What is wrong with their eyes,Thankfully the man is feeling better after eye surgery.,,So painful. What is wrong with their eyes,,Thankfully the man is feeling better after eye surgery.
631,Surgery recovery?  Hope it helped.,This picture is from an artist capturing emotion.,,Surgery recovery?  Hope it helped.,,This picture is from an artist capturing emotion.
632,Alarming...nut sure what's happening.,A god doctor can help this man.,,Alarming...nut sure what's happening.,,A god doctor can help this man.
633,"swollen tear ducts, or infection. Likely very painful for this man. I feel for him",she is sad because something happend to her.  I think she just feel sad,,"swollen tear ducts, or infection. Likely very painful for this man. I feel for him",,she is sad because something happend to her.  I think she just feel sad
